,Store,Location,Product,Price
0,Shoozay,Jakarta Selatan,ACER SWIFT SF314 41 ATHLON 300U 8GB RAM 512GB SSD FHD BACKLIT VEGA 3 M,Rp3.450.000
1,Notebook_ID,Tasikmalaya,Laptop Acer Asoire Swift SF314-41 Mulus,Rp3.500.000
2,Ys Computers,Kab. Tanjung Jabung Barat,laptop acer swift 3 sangat slim core i5 generasi 7 warna silver,Rp3.500.000
3,mikamadu,Kab. Bekasi,Laptop Acer Swift AmdAthlon 300u Ram 8gb Ssd 512gb VGA 2gb Bisa Gaming,Rp3.550.000
4,ASALADA_TEKNO,Depok,"LAPTOP ACER SWIFT 3, AMD ATHLON 300U WITH RADEON, RAM 4GB, HDD 500GB",Rp3.600.000
5,danish smile,Jakarta Utara,Acer swift 3 A311 notebook,Rp3.800.000
6,Andruw Laptop,Kab. Kediri,Acer Swift SF114-33 Pentium N5030,Rp3.900.000
7,UMS Computer Solo,Kab. Sukoharjo,ACER SWIFT Intel Core i3 Gen 7 RAM 8GB SSD 256GB HDD 500GB,Rp3.950.000
8,Pandu aq,Jambi,Ultrabook Acer Swift 3 SF314 AMD Athlon 300U Radeon Fullset,Rp3.956.000
9,ilyas computer,Jakarta Barat,LAPT0P MURAH ACER SWIFT SF314-54G COREi3 GEN7 2VGA RAM 8GB HD 1TB-IC,Rp3.980.000
10,ThomsStore,Cimahi,acer swift 3 sf314 41 amd athlon,Rp4.000.000
11,Bisnis Laptop,Jakarta Selatan,Laptop Design Acer Swift Athlon 300U SSD512 VGA Radeon Backlight Mulus,Rp4.000.000
12,iansyahofficial,Jakarta Barat,Acer Swift 3,Rp4.000.000
13,Qphone,Surabaya,Laptop Acer swift 1 N20H2 4gb ssd 512gb 14inc,Rp4.000.000
14,CS COMP SHOP,Batam,acer swift 1 sf114 Celeron n4500,Rp4.000.000
15,TOP INDOJAYA,Jakarta Pusat,Motherboard Acer Swift 3 SF314-54 SF314-54G Core i3 Gen7 4GB,Rp4.014.000
16,Rasta Jaya Abadi,Bandung,Motherboard Acer Swift 3 SF314-54 SF314-54G Core i3 Gen7 4GB,Rp4.014.000
17,jessami,Kab. Pandeglang,Dijual Led acer swift 3 sf314 series Limited,Rp4.066.000
18,veza_laptop_store,Jakarta Selatan,ACER SWIFT SF314-41 AMD ATHLON 300U 8GB RAM 512GB SSD,Rp4.150.000
19,java solution computer,Malang,Acer Swift 3 sf314-14 AMD Athlon 300U Ram 4gb Ssd 512gb Scu6855,Rp4.150.000
20,Loka Jaya Komputer,Kab. Cianjur,Laptop acer swift sf114 pentium silver N6000 ssd 512gb pcIe,Rp4.150.000
21,LQA Store,Bandung,Acer Swift 3 SF314-54G SF314 54G i3 7020U 4GB Nvidia MX150 2Gb 1TB,Rp4.200.000
22,StreetsJakarta,Jakarta Selatan,Acer Swift Athlon 300U c191222,Rp4.200.000
23,ASALADA_TEKNO,Depok,"ACER SWIFT 3, AMD 300U, RAM 4GB, SSD 256GB SECOND MULUS NO MINUS",Rp4.200.000
24,ahli waris,Jakarta Selatan,Laptop acer swift,Rp4.200.000
25,Hardjan Store,Surakarta,Laptop Acer Swift SF314 - 51 ( White ) Second mulus - LIKE NEW,Rp4.250.000
26,solo elektronik murah,Surakarta,"Acer Swift 3 Core i5 gen 7 RAM 4GB SSD 128GB Layar 14"" slim mulus",Rp4.250.000
27,Megacom Skt,Surakarta,"Acer Swift 3 SF314 51 Core I5-7200U Ram 4Gb Ssd 128Gb 14"" | LIKE NEW",Rp4.250.000
28,LIEM_COM,Surakarta,Laptop Acer Swift 3 SF314-51 Core i5 Ram 4GB/128GB SSD 14 inch,Rp4.250.000
29,Hardjan Group,Surakarta,Laptop Acer Swift SF314 - 51 ( Silver ),Rp4.250.000
30,solo elektronik murah,Surakarta,"Acer Swift Core i5 gen 7 RAM 4GB SSD 128GB 13.3"" Slim Mulus No Minus",Rp4.250.000
31,ThinkpadPD,Jakarta Timur,Ultrabook Acer Swift 3 SF314 AMD Athlon 300U Radeon Fullset,Rp4.300.000
32,FocusMAC,Yogyakarta,Acer Swift 3 Amd Athlob,Rp4.300.000
33,alvinstore.2,Kab. Kudus,Acer Swift 1 SF114-34 Acer Swift1 N6000 RAM 4 GB SSD 512 GB Windows 1,Rp4.300.000
34,ArdLaptop_21,Kab. Tanjung Jabung Barat,Acer Swift 3 SF314-51 Core i5 7th gen Ram 8gb ssd 256gb,Rp4.300.000
35,Simanis Store Laptop,Bandung,Laptop Acer Swift 3 Amd Athlon 300U RAM 8/512GB LIKE NEW BACKLITE,Rp4.350.000
36,ikikikiki,Jakarta Barat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.428.000
37,robertkenny,Jakarta Barat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.428.000
38,jilbab8,Jakarta Utara,Laptop Acer Swift 1 Sf114-32 - Celeron N4000 - Ram 4Gb Ssd 256Gb -,Rp4.428.000
39,tokopediaselerdotidc,Jakarta Timur,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.428.000
40,Kanankirigadget,Depok,"Acer swift 3 SF314-41, amd athlon 300u ram4ddr4/ssd256gb normal semua",Rp4.450.000
41,Putra Butur Cell,Jakarta Barat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.461.000
42,elahst,Jakarta Barat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.461.000
43,kedai zazahb,Jakarta Pusat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.461.000
44,J Z Shop,Jakarta Selatan,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.461.000
45,AzisMM_Store,Bandung,Laptop Bekas Acer Swift SF314-41 Athlon 300U 8GB|256GB SSD,Rp4.475.000
46,kub,Jakarta Barat,Laptop Acer Swift 1 Sf114-32 - Celeron N4000 - Ram 4Gb Ssd 256Gb -,Rp4.493.000
47,toko doa abah,Jakarta Timur,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.493.000
48,jilbab8,Jakarta Utara,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.493.000
49,"Ahmad saiful,",Kab. Magelang,acer swift 3,Rp4.500.000
50,ProLaptopOfficial,Balikpapan,"ACER SWIFT SF 314-41, AMD ATHLON 2.40 GHZ, WINDOWS 10 PRO, SSD 512 GB",Rp4.500.000
51,Microline Computer,Jakarta Pusat,"ACER SWIFT 5 SF514-51 I7 7500U 8 GB SSD 512GB LAYAR 14"" FHD WIN10 HOME",Rp4.500.000
52,Hardjan Store,Surakarta,Laptop Bekas Murah Acer Swift SF314 - 51 ( Silver ) Second Mulus,Rp4.500.000
53,thalib_computer,Kab. Gowa,acer swift i3 ssd 256gb,Rp4.500.000
54,Al Fatih Computer Store,Bogor,laptop acer swift 1 intel pentium silver n6000 Ram 4 GB SSD 512 GB,Rp4.500.000
55,Home Store Laptop,Bandung,Laptop Acer Swift 3 AMD Athlon 300U 8GB SSD 256GB SUPER LIKENEW,Rp4.500.000
56,LIEM_COM,Surakarta,ACER SWIFT 3 SF314-5 CORE i5 RAM 4B/512GB SSD WIN.10 GARANSI 1 BULAN,Rp4.500.000
57,ThinkpadPD,Jakarta Timur,Ultrabook Acer Swift 3 SF314 Core i7 7500U Slim Mulu,Rp4.500.000
58,toko bagus39,Kab. Bantul,Acer Swift 3 core i3 mx150 2gb,Rp4.500.000
59,ThinkpadPD,Jakarta Timur,Ultrabook Acer Swift 3 Core i3 8130U Slim Mulus Fullset,Rp4.500.000
60,Murahkom Official,Surabaya,LENOVO IDEAPAD D330-10IGL INTEL N4020 8GB 128GB eMMC WIN10 Pro-2 in 1,Rp3.447.000
61,lapycomp,Surabaya,LENOVO V15 SERIES INTEL CELERON HDD 1TB RAM 4GB VGA INTEL HD - V15-IGL - IRON GREY,Rp3.590.815
62,lapycomp,Surabaya,"ASUS VIVOBOOK L510MA INTEL CEL N4020 4GB 128GB EMMC 15.6"" FHD WIN 10",Rp3.688.854
63,lapycomp,Surabaya,"ASUS VIVOBOOK L510MA-WB04 (N4020/4GB/128GB EMMC/15,6""FHD/WINDOWS 10)",Rp3.688.854
64,lapycomp,Surabaya,LAPTOP 3 JUTA-AN TOSHIBA DYNABOOK C40 INTEL 5205U SSD 256GB RAM 8GB - 4GB,Rp3.694.014
65,permata_nb,Bandung,acer swift 3 amd athlon 300u ram 4gb ssd 512 slim elegan mulus,Rp4.500.000
66,Dilagadotstore,Bandung,Laptop Acer Swift 3 Amd Athlon 300U RAM 8 GB SSD 512 GB LIKE NEW,Rp4.500.000
67,solo elektronik murah,Surakarta,Acer Swift 3 Core i3 gen 7 RAM 4GB HDD 1TB Nvidia MX150 Layar IPS FHD,Rp4.500.000
68,purnama notebook,Bandung,acer swift 1 fresh sf114 pentium n6000,Rp4.500.000
69,Well Grow Official,Bogor,acer swift 3 sf313-51,Rp4.500.000
70,Pandu aq,Jambi,Ultrabook Acer Swift 3 SF314 Core i3 7020 Nvidia Murah,Rp4.508.000
71,gahahansnana,Jakarta Barat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.526.000
72,kedai zazahb,Jakarta Pusat,Laptop Acer Swift 1 Sf114-32 - Celeron N4000 - Ram 4Gb Ssd 256Gb -,Rp4.526.000
73,PusatSparepart LaptopNew,Bandung,Laptop 2nd Acer Swift 3 AMD Athlon 300U 2.4GHz ram 8GB SSD 256GB blue,Rp4.557.000
74,kub,Jakarta Barat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.558.000
75,rm.karunia jaya,Jakarta Selatan,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.558.000
76,online15.,Jakarta Barat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.558.000
77,Putra Butur Cell,Jakarta Barat,Laptop Acer Swift 1 Sf114-32 - Celeron N4000 - Ram 4Gb Ssd 256Gb -,Rp4.558.000
78,Abner Kelontong,Jakarta Barat,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.558.000
79,Yulia Puspita shop,Jakarta Barat,Laptop Design Slimm tipiss - Acer Swift 1 SF114-32 - Ssd Nvme 256GB -,Rp4.565.000
80,PusatSparepart LaptopNew,Bandung,Laptop 2nd Acer Swift SF114-34 PS N6000 Ram 4GB SSD 512GB FHD,Rp4.575.000
81,backtolaptop BANDUNG,Bandung,Laptop Acer Swift 3 Intel Core i3-7020U RAM 4GB HDD 1TB+SSD 128GB,Rp4.599.000
82,StoryLaptop Bandung,Bandung,Laptop Acer Swift 3 Sf314-41 AMD Athlon 300U RAM 8 GB SSD 256 GB,Rp4.599.000
83,backtolaptop BANDUNG,Bandung,Laptop Acer Swift 3 Sf314-41 AMD Athlon 300U RAM 8 GB SSD 256 GB,Rp4.599.000
84,Pusat Online murah meriah,Kab. Tangerang,Acer Swift 3 Athlon 300U VEGA 3 2GB RAM 8GB SSD 512GB 14.0 FHD IPS W11,Rp4.599.000
85,Digital Center Official Shop,Bandung,Acer swift Sf314-41 AMD Athlon 300U Radeon vega mobile Gfx/RAM 8 GB/25,Rp4.600.000
86,Arisa Printer Official Store,Jakarta Selatan,ACER SWIFT SF314-57 SECOND MULUS NO MINUS,Rp4.600.000
87,MITRA JAYA KOMPUTER BENGKULU,Bengkulu,"ACER SWIFT 1-SF114-32, INTEL N5000, 4GB, 64GB, 14""FHD, WIN 10",Rp4.650.000
88,Cahayalaptopjogja,Kab. Sleman,Acer swift 3 14in IPS Core i3-7020U Nvidia MX150 2GB Ram 4GB 1TB HDD,Rp4.650.000
89,diva shp,Tangerang,acer swift 3 core i3 ssd 256 gb,Rp4.650.000
90,Toko Sussicahyantii,Jakarta Selatan,ACER SWIFT SF314-41 ATHLON 300U RAM 8GB SSD 512GB VEGA MOBILE GFX,Rp4.650.000
91,Yulia Puspita shop,Jakarta Barat,Laptop Acer Swift 1 SF114-32 - Celeron N4000 - Ram 4gb Ssd 256gb -,Rp4.663.000
92,AzisMM_Store,Bandung,Laptop Bekas Acer Swift SF114-34 PS N6000 4GB|512GB SSD FHD Backlit,Rp4.675.000
93,Gudang Laptop Surabaya,Surabaya,ACER SWIFT 3 SF314-56 CORE I5-8265U RAM 4 GB SSD 256 GB 14 INCH,Rp4.680.500
94,Suka Laptop,Surabaya,ACER SWIFT 3 SF 314-56 CORE I5-8265U RAM 4GB SSD 256GB 14 INCH ,Rp4.680.500
95,H3T Computer,Surabaya,ACER SWIFT 3 SF314-56 CORE I5-8265U RAM 4GB SSD 256GB 14 INCH,Rp4.680.500
96,Tokonya_lampu,Jakarta Barat,Laptop Design Slimm tipiss - Acer Swift 1 SF114-32 - Ssd Nvme 256GB -,Rp4.699.000
97,permata_nb,Bandung,Laptop Acer Swift 3 AMD Athlon 300U 8GB SSD 256GB MULUS,Rp4.699.000
98,mascomputer,Jakarta Selatan,acer swift sf314 54g,Rp4.700.000
99,hollyfighter34,Kab. Gresik,acer swift 3 day edition core i3 gen 7,Rp4.700.000
100,AzisMM_Store,Bandung,Laptop Bekas Acer Swift SF314-54G i3-7020U|MX150 4GB|128GB SSD|1TB OK,Rp4.700.000
101,Jihad Ayyub_Online,Yogyakarta,Laptop Design Slimm tipiss - Acer Swift 1 SF114-32 - Ssd Nvme 256GB -,Rp4.728.000
102,dr.com komputer,Jakarta Barat,"Acer Swift 3 SF314-54G, i3-7020U, 8/1Tb+256Gb, Nvidia GeForce MX150",Rp4.750.000
103,Computer tech store,Jakarta Barat,"PROMO ACER SWIFT 3 SF314 AMD RYZEN 3 5300U 8GB 256ssd 14"" FHD IPS W10",Rp4.759.300
104,Rasta Jaya Abadi,Bandung,Motherboard Acer Swift SF314-54 Core i5-8250U 4GB Strongbow KBL MB,Rp4.763.000
105,TOP INDOJAYA,Jakarta Pusat,Motherboard Acer Swift SF314-54 Core i5-8250U 4GB Strongbow KBL MB,Rp4.763.000
106,permata_nb,Bandung,Laptop Acer Swift 1 Intel Pentium Silver N6000 4GB SSD 512GB,Rp4.799.000
107,ssmedia,Kab. Kediri,"⚜️ LAPTOP ACER SWIFT 3 ⚜️ INTEL CORE i3 , RAM 4 SSD 256 MURAAHHH",Rp4.800.000
108,laptopbandungg,Bandung,laptop Acer Swift 1,Rp4.800.000
109,Evelin Riany,Kab. Semarang,ACER SWIFT 3 CORE I5-7200 RAM 4GB 128GB 14 FHD IPS MURAH POLL,Rp4.812.500
110,KOKO_SPAREPARTMOTOR,Pekanbaru,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.845.000
111,azzahracomputer,Semarang,ACER SWIFT 3 SF314 i3-7020U / RAM 8GB / SSD 16GB / HDD 1TB,Rp4.850.000
112,PusatSparepart LaptopNew,Bandung,Laptop 2nd Acer Swift 3 Intel Core i3-7020U 4GB HDD 1TB + SSD 128GB,Rp4.850.000
113,alifbaim0404,Bogor,"LAPTOP ACER SWIFT 3/CORE I3-7020U/RAM 8GB/DUAL VGA NVIDIA 2GB/14"" FHD",Rp4.850.000
114,Kit Chen,Jakarta Selatan,Laptop Design Slimm tipiss - Acer Swift 1 SF114-32 - Ssd Nvme 256GB -,Rp4.861.000
115,anisa rizqi shop,Kab. Serang,Laptop Design Slimm Tipiss - Acer Swift 1 Sf114-32 - Ssd Nvme 256Gb -,Rp4.873.000
116,Jokis Computer,Magelang,Laptop Acer Swift 3 Core i3 Kabylake Nvidia MX150 Slim,Rp4.885.000
117,ThinkpadPD,Jakarta Timur,Ultrabook Acer Swift 3 SF314 Core i3 7020 Nvidia Murah,Rp4.900.000
118,D'com komputer,Depok,Acer Swift Sf3 14 Core i5 8250 Gen 8 Ram 8GB DDR4,Rp4.900.000
119,TechnoFast,Jakarta Barat,Laptop Bekas Acer Swift 3 SF314-41 Amd Athlon RAM 8GB SSD 256GB,Rp4.900.000
120,Pantai StoreLaptop,Bandung,Laptop Acer Swift 3 Atlon 300U 8/256 GB,Rp4.900.000
121,intan permatasari online,Kab. Lampung Barat,Laptop Design Slimm tipiss - Acer Swift 1 SF114-32 - Ssd Nvme 256GB -,Rp4.926.000
122,VJ Comp,Jakarta Pusat,Acer Swift 1 SF114-34 N4500 Memori 4 GB SSD 256 GB Win 10 Pro,Rp4.949.000
123,VJ Official,Jakarta Pusat,Acer Swift 1 SF114-34 N4500 Memori 4 GB SSD 256 GB Win 10 Pro,Rp4.949.000
124,CH Gadget,Jakarta Utara,Laptop ACER Swift 3 Core i5 Gen8 RAM 8GB / SSD 256GB 14 inch FHD,Rp4.949.010
125,lapycomp,Surabaya,LAPTOP 3 JUTA-AN TOSHIBA DYNABOOK C40 INTEL 5205U SSD 256GB RAM 8GB - 4GB,Rp3.694.014
126,Murahkom Official,Surabaya,Toshiba DynaBook Satellite Pro C40-G-13F N5205U RAM 4GB 256SSD WIN 11,Rp3.766.000
127,Murahkom Official,Surabaya,"LENOVO V15 IGL INTEL N4020 RAM 4GB 256GB SSD 15.6""HD WIN10 NEW GARANSI - 4GB+SSD 256GB",Rp3.766.000
128,KakiLima Comp,Kab. Tangerang,Lenovo IdeaPad Slim 3 14 Intel N4020 4GB 512SSD Free OHS,Rp3.909.000
129,lapycomp,Surabaya,"TOSHIBA DYNABOOK PRO C40 PROC INTEL CELERON 5205 RAM 8GB SSD 256GB 14""",Rp4.081.011
130,asus rog gl552vx,Kab. Sleman,Acer Swift 3 SF314-41.AMD Ryzen 5 3500U(4 core.8 thread).ram8gb.ssd512,Rp4.950.000
131,CYBERCRY.IT,Jakarta Barat,acer swift i5 8/256,Rp4.950.000
132,GIFT and SHIP,Jakarta Utara,"ACER SWIFT 1 SF114-34 N6000 [4GB 512GB SSD] 14"".0 FHD WIN10",Rp4.975.000
133,widyaastore2,Semarang,Acer Swift 1 SF114-32-P2PK Intel Pentium N5000 4GB 64GB MMC FHD Win1,Rp4.979.200
134,HEXA STORE BDO,Bandung,Acer Swift 3 SF314-41Amd Athlon 300u 8GB 256GB SSD Mulus,Rp4.990.200
135,dhim12,Kab. Brebes,"laptop acer swift sf314-54g second, i3 7020u, nvidia mx 150, ram 8gb",Rp4.994.000
136,Wimakomp Wima Komputer,Jakarta Utara,Laptop ACER Swift 3 Core i5 Gen8 RAM 8GB / SSD 256GB 14 inch FHD,Rp4.999.000
137,MuhamadYusupAbdulatipStore,Bandung,Laptop Acer Swift 3 SF314 Amd Athlon FULLSET,Rp5.000.000
138,Simanis Store Laptop,Bandung,Laptop Acer Swift 1 Intel Pentium Silver N6000 RAM 4/512GB LIKE NEW,Rp5.000.000
139,GALLERY LAPTOP,Bandung,acer swift sf314-41/amd athlon 300u/ssd-256gb/ram-4gb/vega 3/slim,Rp5.000.000
140,igzstore,Jakarta Pusat,Laptop 2021 Acer Swift SF 114 2021 4/128 SSD FHD BackLite Full SET,Rp5.000.000
141,IGZ STORE OFFICIAL,Jakarta Pusat,Laptop Slim Acer Swift SF 114 2021 Pentium Silver 4/128 SSD Lengkap,Rp5.000.000
142,Faris Arie,Jakarta Selatan,"ACER SWIFT 3 i5 8265U 12GB 1TB MX250 2GB 14""FHD SSD 250 GB Bekas",Rp5.000.000
143,Gusman_edutech,Bogor,acer swift sf314 - 54 series,Rp5.000.000
144,Aisah Komputer Kudus,Kab. Kudus,"Acer Swift 3 SF313-51-514S/Core i5-8250U/8GB/256 SSD/13,3 inch/Windows",Rp5.000.000
145,Lesya-Shop,Jakarta Selatan,Acer Swift 3 Sf314-54g Intel core i5-8250U Ram 8GB SSD-512GB (CODING),Rp5.000.000
146,ClayLukeshop,Tasikmalaya,Laptop Acer Swift 3 SF313-51 13,Rp5.000.000
147,ELECTRONIC CENTER BANDUNG,Bandung,Acer Swift 3 SF314-41Amd Athlon 300u 8GB 256GB SSD Mulus,Rp5.030.323
148,Second Gadget Store 2,Kab. Sleman,[SKU 2080] Laptop Acer swift 3 SF314 55G,Rp5.050.000
149,Laptop Ideal,Pekanbaru,Acer Swift SF114-32 (2020) SLIM Quad Core RAM 4 GB SSD 256 GB FULLHD,Rp5.050.000
150,Loka Jaya Komputer,Kab. Cianjur,Laptop Acer Swift 3 sf314 core i3-7020 Nvidia mx150gb FHD IPS 1080p,Rp5.150.000
151,Master Dealer,Jakarta Pusat,ACER SWIFT SF314-54 I3-8130U @2.20 GHZ GEN8 RAM 4 GB SSD 128 GB,Rp5.199.000
152,Dion computer,Jakarta Pusat,ACER SWIFT SF314-54 I3-8130U @2.20 GHZ GEN8 RAM 4 GB SSD 128 GB,Rp5.199.000
153,Lstore.,Jakarta Barat,acer swift 3 i5,Rp5.199.000
154,Kota Ujung Timur Jawa,Kab. Banyuwangi,acer swift 3 athlon gold 8gb,Rp5.200.000
155,REOG KOMPUTER,Kab. Ponorogo,ACER SWIFT 3 Day intel Core i5 Nvidia MX 150 Slim Gaming dan Desain,Rp5.200.000
156,ThinkpadPD,Jakarta Timur,Laptop Ultrabook slim Acer Swift SF313-51 Murah,Rp5.200.000
157,lulu laptopz,Kab. Ponorogo,ACER SWIFT 3 Day intel Core i5 Nvidia MX 150 Slim Gaming dan Desain Gr,Rp5.200.000
158,FalianAridua,Jakarta Barat,"ACER Swift 3 SF314-41 14"" Athlon 300U DDR4 8GB SSD 256GB FHD Win11",Rp5.250.000
159,V2 ELECTRONIC,Jakarta Barat,Laptop Acer Swift SF314-41 AMD Athlon 300U | 8GB | SSD 256GB | Win10,Rp5.250.000
160,OWASTORE,Depok,acer swift 3 dual storage dual vga rasa baru i5 gen 8,Rp5.300.000
161,Sewu comp,Surabaya,ACER SWIFT 1 SF114-34-P2UV PENTIUM SILVER N6000 4GB SSD 512GB UHD WIN,Rp5.300.000
162,Sewu comp,Surabaya,acer swift 1 sf114 34 New,Rp5.300.000
163,Shoozay,Jakarta Selatan,ACER SWIFT SF514 TOUCH I5 1035G1 8GB RAM 256GB SSD FHD CAM BACKLIT MUL,Rp5.300.000
164,Wimakomp Wima Komputer,Jakarta Utara,Laptop ACER SWIFT 314-54 Core I5 Gen8 RAM 8 GB / SSD 256GB 14 inch FHD,Rp5.300.000
165,Sewu comp,Surabaya,acer swift 1 sf114 34 fullset,Rp5.300.000
166,Sewu comp,Surabaya,acer swift 1 sf114 34,Rp5.300.000
167,FaqihAzzaqi,Kab. Cirebon,ACER SWIFT 3 4314 RYZEN 5 3500U RAM 8GB SSD512 FHD14 FREE KEYMOUSE WR,Rp5.300.000
168,P COMP STORE,Bandung,Laptop Acer Swift 1 Pentium Silver N6000 Ram 4gb/SSD 512GB like new,Rp5.350.000
169,IGZ STORE OFFICIAL,Jakarta Pusat,Laptop Slim Acer Swift SF 114 2021 Pentium Silver 4/256 SSD Lengkap,Rp5.350.000
170,JAVA PROJECT COMPUTERINDO,Jakarta Barat,ACER SWIFT 1 SF114-34 C0JX.SILVER SSD SERIES,Rp5.350.000
171,igzstore,Jakarta Pusat,Laptop 2021 Acer Swift SF 114 2021 4/256 SSD FHD BackLite Full SET,Rp5.350.000
172,astracomsby,Surabaya,acer swift alfa 12,Rp5.400.000
173,SKATE COM,Kab. Bogor,acer swift 3 core i5 second,Rp5.400.000
174,ThinkpadPD,Jakarta Timur,Ultrabook Acer Swift 3 Core i3 gen 7 SSD Slim Nvidia MX150 Mulus,Rp5.400.000
175,Pandu aq,Jambi,Ultrabook Acer Swift SF514 Core i5 1135G7 Touch Backlight Slim Murah,Rp5.428.000
176,VJ Official,Jakarta Pusat,Acer Swift 1 SF114-34 N4500 Memori 4 GB SSD 512 GB Win 10 Pro,Rp5.449.000
177,VJ Official,Jakarta Pusat,Acer Swift 1 SF114-34 N4500 Memori 8 GB SSD 256 GB Win 10 Pro,Rp5.449.000
178,VJ Comp,Jakarta Pusat,Acer Swift 1 SF114-34 N4500 Memori 4 GB SSD 512 GB Win 10 Pro,Rp5.449.000
179,VJ Comp,Jakarta Pusat,Acer Swift 1 SF114-34 N4500 Memori 8 GB SSD 256 GB Win 10 Pro,Rp5.449.000
180,AD COMPUTER,Bekasi,Acer Swift 1 SF114-34 N4500 4 GB SSD 256 GB Win 10 Pro,Rp5.450.000
181,IQAA,Bandung,Laptop Acer Swift 3 256Gb Nvme 4Gb Ram i3,Rp5.450.000
182,Al Fatih Computer Store,Bogor,acer swift 3 core i5 Gen 8 Ram 8 Gb SSD 256 GB Keyboard bcklit FULLSET,Rp5.490.000
183,Al-Fa Computer Semarang,Semarang,"Acer Swift 3 SF314-54G – Core i5-8250U|8GB|1TB+256GB|MX150|14"" FHD IPS",Rp5.499.000
184,Master Dealer,Jakarta Pusat,ACER SWIFT 3 Core i5-8250U RAM 8GB / SSD 256GB,Rp5.499.000
185,3-Way Computer,Semarang,"Acer Swift 3 SF314-54G – Core i5-8250U|8GB|1TB+256GB|MX150|14"" FHD IPS",Rp5.499.000
186,RR_KOMPUTER_JOGJA,Yogyakarta,"LAPTOP ACER SWIFT 3 INTEL I7-8565U RAM 8GB DDR4 14""INCH FHD SSD 256GB ",Rp5.500.000
187,En_tech,Semarang,ACER SWIFT 3 Premium Ryzen 5-3500 Ram8 Ssd512 Baclith W11,Rp5.500.000
188,VINACOM ELECTRONIC,Jakarta Barat,Laptop Acer Swift SF314-41 AMD Athlon 300U | 8GB | SSD 256GB | Win10,Rp5.500.000
189,Sastra Komputer,Tasikmalaya,Acer Swift 3. i3 7th. 8/256GB. VGA MX 130 2GB. Fullset Like New,Rp5.500.000
190,Murahkom Official,Surabaya,"LENOVO V15 ADA AMD RYZEN 3-3250U RAM 4GB/8GB 1TB HDD WIN 10 15.6""HD - 4GB+HDD 1TB",Rp4.560.000
191,KakiLima Comp,Kab. Tangerang,Infinix X2 Intel I3 1005G1 4GB 256SSD FHD IPS 100sRGB W11 Grey Metal - UNIT ONLY,Rp4.572.000
192,Computer Hall,Bandung,LAPTOP ACER ASPIRE 3 A314 22 AMD ATHLON RAM 12 GB SSD 256 GB + HDD 1TB,Rp4.599.000
193,Murahkom Official,Surabaya,"HP 14s DQ0508TU - INTEL N4120 4GB 256SSD INTEL UHD WIN11+OHS 14.0""HD - RAM 4GB",Rp4.758.000
194,KakiLima Comp,Kab. Tangerang,Laptop Infinix X1 Intel i3 Ram 8GB SSD 256GB Windows 11 FHD IPS Metal,Rp4.925.000
195,Yugs Vapehouse,Banjarbaru,Acer Swift 3 SF314-56G Silver,Rp5.500.000
196,My Oppa Shop,Jakarta Barat,LAPTOP ACER SWIFT 3 AIR SF313-51 INTEL CORE i5 MURAH ORIGINAL,Rp5.500.000
197,java solution computer,Malang,Acer Swift SF314-54G Core i3 7020U 4gb 1000gb Nvidia MX150 FHD Scu9097,Rp5.500.000
198,Rusmayana,Kab. Tangerang,"Acer Swift 3 core I3, Ram 12gb",Rp5.500.000
199,arsy laptop,Surabaya,Acer swift 3 core i5 generasi 8 Nvidia ssd,Rp5.500.000
200,ujephotography,Kab. Cirebon,laptop acer swift 3 ryzen 5 3500u,Rp5.500.000
201,Dion computer,Jakarta Pusat,ACER SWIFT 3 CORE I5 GEN 8 RAM 8GB SSD 256GB,Rp5.500.000
202,Sigotompeber,Jakarta Pusat,"Laptop acer swift 3 sf314-54g intel core I5 gen8Th, ram 8Gb, Hdd 1 TB",Rp5.500.000
203,Glennrui Project,Kab. Bogor,acer swift 1 fresh sf114 pentium n6000,Rp5.500.000
